CustomerID,CustomerName,Email,Country,Age,PurchaseAmount,OrderDate,ValidEmail
1750.0,Unknown,invalid_email,Rwanda,20.0,49025.0,2025-02-20,False
1142.0,Peter,invalid_email,Kenya,45.0,8094.0,,False
1607.0,Jane,mary@yahoo.com,Unknown,31.0,5358.0,2024-05-12,True
2223.0,John,john@gmail.com,Unknown,69.0,8892.0,,True
2146.0,Jane,,Tanzania,47.0,6496.0,2024-05-12,False
2348.0,Mary,john@gmail.com,Unknown,22.0,8533.0,2024-01-01,True
1462.0,Alice,,Rwanda,66.0,41190.0,2025-02-20,False
2371.0,Jane,invalid_email,Tanzania,32.0,41623.0,2024-05-12,False
2793.0,Unknown,,Unknown,55.0,40394.0,2024-05-12,False
1658.0,Alice,,Kenya,31.0,40076.0,,False
1762.0,Unknown,,Uganda,31.0,8094.0,,False
1953.0,Alice,invalid_email,Rwanda,66.0,2533.0,,False
2954.0,Mary,john@gmail.com,Unknown,25.0,23699.0,2024-05-12,True
1401.0,Alice,mary@yahoo.com,Unknown,25.0,46799.0,,True
2368.0,Mary,john@gmail.com,Tanzania,36.0,6876.0,2025-02-20,True
2985.0,Unknown,mary@yahoo.com,Kenya,49.0,13167.0,2024-05-12,True
2533.0,John,,Unknown,48.0,47291.0,2024-01-01,False
1145.0,Unknown,john@gmail.com,Unknown,46.0,14139.0,,True
2170.0,Jane,,Uganda,58.0,3990.0,,False
1862.0,Unknown,,Tanzania,28.0,8892.0,2025-02-20,False
2733.0,Unknown,,Unknown,62.0,40076.0,,False
2842.0,Alice,,Unknown,30.0,37165.0,2025-02-20,False
1487.0,Mary,mary@yahoo.com,Tanzania,44.0,9574.0,,True
1927.0,Peter,,Tanzania,36.0,39052.0,2025-02-20,False
2958.0,Unknown,,Rwanda,43.0,2712.0,,False
1549.0,Alice,,Unknown,68.0,39453.0,,False
1336.0,Mike,,Uganda,54.0,21343.0,,False
1870.0,John,john@gmail.com,Kenya,65.0,26631.0,2025-02-20,True
1639.0,John,mary@yahoo.com,Kenya,26.0,41190.0,2025-02-20,True
2801.0,Peter,,Unknown,45.0,43041.0,2024-05-12,False
2975.0,Mary,,Tanzania,49.0,16123.0,,False
1471.0,Alice,invalid_email,Tanzania,69.0,23997.0,2024-05-12,False
1149.0,Mary,mary@yahoo.com,Unknown,20.0,30180.0,2024-01-01,True
2437.0,John,,Tanzania,68.0,23699.0,2025-02-20,False
2320.0,Mary,,Tanzania,49.0,14641.0,2024-01-01,False
2633.0,John,,Unknown,22.0,9574.0,2024-01-01,False
1261.0,Mary,,Unknown,25.0,28121.0,2024-05-12,False
2786.0,Peter,invalid_email,Unknown,31.0,37294.0,2024-01-01,False
1142.0,Jane,,Rwanda,20.0,39604.0,2025-02-20,False
1344.0,Peter,,Unknown,41.0,763.0,2024-05-12,False
1622.0,Peter,john@gmail.com,Uganda,30.0,45553.0,2025-02-20,True
2015.0,Jane,,Tanzania,60.0,32068.0,,False
2594.0,Jane,,Rwanda,46.0,35322.0,2024-01-01,False
1879.0,Unknown,,Kenya,25.0,19557.0,2024-05-12,False
1000.0,Unknown,invalid_email,Unknown,68.0,5775.0,,False
1895.0,Alice,mary@yahoo.com,Rwanda,59.0,8210.0,2025-02-20,True
1252.0,Unknown,,Tanzania,43.0,41190.0,2025-02-20,False
2674.0,Alice,mary@yahoo.com,Tanzania,35.0,45553.0,2025-02-20,True
1451.0,Peter,mary@yahoo.com,Tanzania,35.0,23583.0,,True
2059.0,Peter,john@gmail.com,Rwanda,24.0,24039.0,2025-02-20,True
2182.0,John,,Tanzania,65.0,23699.0,,False
2013.0,John,,Unknown,55.0,12766.0,,False
1007.0,Unknown,mary@yahoo.com,Rwanda,65.0,37294.0,,True
2255.0,Alice,mary@yahoo.com,Tanzania,33.0,40076.0,2024-01-01,True
2681.0,Unknown,invalid_email,Kenya,50.0,10330.0,2025-02-20,False
1814.0,Mike,,Uganda,68.0,48655.0,,False
1206.0,Alice,invalid_email,Tanzania,20.0,19557.0,2025-02-20,False
2153.0,John,,Tanzania,55.0,40076.0,2025-02-20,False
1402.0,Unknown,john@gmail.com,Rwanda,21.0,25951.0,,True
1150.0,Unknown,,Rwanda,53.0,14641.0,,False
1052.0,John,john@gmail.com,Tanzania,21.0,9574.0,,True
2142.0,Mike,,Uganda,59.0,18241.0,,False
2695.0,Mary,,Tanzania,26.0,13517.0,2024-01-01,False
2942.0,Mary,john@gmail.com,Unknown,57.0,43121.0,2025-02-20,True
1626.0,John,john@gmail.com,Rwanda,68.0,8671.0,2025-02-20,True
1585.0,Mary,john@gmail.com,Tanzania,34.0,25546.0,,True
2647.0,Jane,,Rwanda,34.0,39052.0,,False
2990.0,Alice,mary@yahoo.com,Tanzania,50.0,39199.0,2024-01-01,True
2442.0,Alice,john@gmail.com,Unknown,37.0,22503.0,,True
2444.0,John,,Rwanda,31.0,21618.0,,False
1102.0,Peter,,Uganda,39.0,11116.0,,False
2874.0,Unknown,invalid_email,Unknown,69.0,6496.0,2025-02-20,False
1252.0,Mike,invalid_email,Unknown,44.0,24039.0,2024-05-12,False
2249.0,John,,Tanzania,60.0,44231.0,2024-01-01,False
2134.0,Mary,mary@yahoo.com,Unknown,20.0,261.0,2024-01-01,True
1508.0,Mike,john@gmail.com,Rwanda,41.0,48133.0,2024-05-12,True
2495.0,Peter,,Unknown,47.0,22059.0,,False
1097.0,Mary,john@gmail.com,Unknown,25.0,17362.0,,True
1151.0,Unknown,,Uganda,39.0,9368.0,2024-01-01,False
2883.0,Unknown,invalid_email,Rwanda,42.0,45074.0,2024-05-12,False
1912.0,Jane,john@gmail.com,Unknown,27.0,16298.0,2025-02-20,True
2918.0,Mary,,Unknown,66.0,22062.0,2025-02-20,False
1876.0,Jane,mary@yahoo.com,Unknown,46.0,16123.0,,True
1336.0,Mike,,Unknown,57.0,306.0,2024-01-01,False
1820.0,Mike,john@gmail.com,Kenya,18.0,3727.0,2024-01-01,True
2185.0,Mike,john@gmail.com,Tanzania,69.0,22399.0,2025-02-20,True
2742.0,Mike,mary@yahoo.com,Rwanda,38.0,37294.0,2024-01-01,True
2703.0,Mike,,Rwanda,41.0,22076.0,2024-05-12,False
1159.0,Mary,,Unknown,26.0,11494.0,2024-05-12,False
2602.0,Mike,,Unknown,61.0,11065.0,2025-02-20,False
1396.0,Mike,john@gmail.com,Uganda,43.0,33259.0,,True
2299.0,Jane,,Rwanda,26.0,22062.0,2024-01-01,False
1814.0,Unknown,,Unknown,37.0,32068.0,2025-02-20,False
2938.0,Mike,,Tanzania,52.0,44517.0,,False
2526.0,Peter,mary@yahoo.com,Tanzania,53.0,13517.0,,True
2918.0,Mike,john@gmail.com,Kenya,59.0,48655.0,,True
2414.0,Mike,,Unknown,53.0,1116.0,2024-05-12,False
2217.0,Unknown,john@gmail.com,Unknown,26.0,45251.0,,True
1399.0,Alice,john@gmail.com,Tanzania,39.0,48655.0,,True
1638.0,Jane,,Tanzania,18.0,22399.0,2025-02-20,False
2055.0,Peter,invalid_email,Uganda,22.0,22762.0,2025-02-20,False
1686.0,Alice,mary@yahoo.com,Kenya,26.0,19557.0,2024-05-12,True
1458.0,John,,Tanzania,54.0,48802.0,2024-01-01,False
1953.0,John,invalid_email,Tanzania,55.0,39288.0,,False
2905.0,Unknown,john@gmail.com,Unknown,36.0,19215.0,2024-01-01,True
1468.0,Peter,invalid_email,Unknown,25.0,24400.0,2025-02-20,False
2397.0,Jane,john@gmail.com,Uganda,59.0,45858.0,,True
2044.0,Mary,,Unknown,60.0,8533.0,2024-01-01,False
1748.0,Peter,,Uganda,49.0,17775.0,2024-01-01,False
2692.0,Unknown,,Uganda,30.0,14086.0,,False
1036.0,Alice,,Unknown,37.0,44362.0,2025-02-20,False
2387.0,Mike,,Unknown,60.0,17668.0,2024-05-12,False
1561.0,John,mary@yahoo.com,Kenya,61.0,3656.0,,True
1436.0,Unknown,,Rwanda,54.0,47816.0,2024-01-01,False
2798.0,Alice,invalid_email,Rwanda,47.0,34866.0,,False
2305.0,Peter,,Kenya,27.0,11494.0,,False
1025.0,Alice,,Rwanda,48.0,27366.0,2025-02-20,False
1224.0,Unknown,john@gmail.com,Unknown,42.0,1121.0,,True
2299.0,Unknown,john@gmail.com,Unknown,46.0,16950.0,2024-01-01,True
1796.0,Unknown,john@gmail.com,Rwanda,41.0,39453.0,2024-05-12,True
2631.0,Peter,,Unknown,56.0,35322.0,2024-05-12,False
1282.0,Mary,mary@yahoo.com,Unknown,38.0,28793.0,,True
1958.0,John,invalid_email,Kenya,26.0,43121.0,,False
2503.0,Alice,mary@yahoo.com,Uganda,59.0,49025.0,2024-01-01,True
1451.0,Peter,mary@yahoo.com,Kenya,59.0,32662.0,,True
2018.0,Jane,invalid_email,Rwanda,19.0,38760.0,,False
2851.0,John,,Unknown,21.0,43121.0,,False
1814.0,Mary,john@gmail.com,Unknown,25.0,18531.0,2024-01-01,True
1657.0,Peter,john@gmail.com,Rwanda,49.0,8629.0,2025-02-20,True
2538.0,Unknown,invalid_email,Rwanda,31.0,31651.0,2025-02-20,False
1545.0,Unknown,mary@yahoo.com,Uganda,66.0,32582.0,,True
2214.0,Mike,,Rwanda,30.0,43685.0,2024-05-12,False
2071.0,Mike,invalid_email,Uganda,38.0,22062.0,2025-02-20,False
2534.0,Mary,john@gmail.com,Unknown,41.0,22062.0,2024-01-01,True
1015.0,Mary,,Unknown,67.0,28793.0,2024-05-12,False
2194.0,Mike,mary@yahoo.com,Unknown,35.0,763.0,,True
2242.0,Alice,,Uganda,62.0,28121.0,2024-01-01,False
1156.0,Alice,invalid_email,Kenya,57.0,29420.0,2024-05-12,False
1475.0,Peter,john@gmail.com,Unknown,43.0,45858.0,2025-02-20,True
2068.0,Jane,,Unknown,49.0,40394.0,,False
2395.0,Peter,,Kenya,61.0,22461.0,,False
2767.0,Peter,,Unknown,69.0,11753.0,,False
2059.0,Peter,,Tanzania,48.0,32068.0,2025-02-20,False
1278.0,Jane,,Rwanda,35.0,21618.0,2024-01-01,False
2371.0,Unknown,john@gmail.com,Rwanda,52.0,10727.0,,True
1495.0,Mary,,Kenya,29.0,5411.0,,False
1300.0,Mary,invalid_email,Rwanda,68.0,40857.0,2024-01-01,False
1179.0,Unknown,,Kenya,42.0,2847.0,2024-05-12,False
1605.0,Unknown,mary@yahoo.com,Unknown,62.0,40394.0,2025-02-20,True
2121.0,Jane,mary@yahoo.com,Tanzania,48.0,33370.0,2024-01-01,True
1698.0,Mary,john@gmail.com,Tanzania,27.0,8892.0,,True
1991.0,Unknown,invalid_email,Unknown,64.0,27366.0,,False
2138.0,Mike,,Unknown,69.0,32068.0,2024-01-01,False
1189.0,Unknown,mary@yahoo.com,Uganda,51.0,17512.0,,True
1251.0,Alice,john@gmail.com,Uganda,68.0,16950.0,2024-01-01,True
1979.0,Unknown,invalid_email,Rwanda,20.0,15807.0,2024-01-01,False
1926.0,Mike,invalid_email,Unknown,63.0,5630.0,2025-02-20,False
2183.0,John,john@gmail.com,Kenya,56.0,17259.0,2024-01-01,True
2278.0,Peter,john@gmail.com,Tanzania,25.0,43121.0,,True
2345.0,Unknown,,Rwanda,49.0,25546.0,,False
1126.0,John,john@gmail.com,Unknown,60.0,44832.0,2025-02-20,True
1016.0,Peter,,Unknown,46.0,30403.0,,False
2815.0,Alice,,Tanzania,39.0,16298.0,,False
2757.0,Unknown,,Kenya,37.0,12285.0,2025-02-20,False
1564.0,Mary,invalid_email,Kenya,23.0,4043.0,2025-02-20,False
1568.0,Mike,invalid_email,Uganda,60.0,3727.0,,False
2345.0,Jane,invalid_email,Rwanda,66.0,49180.0,,False
2894.0,Mike,,Unknown,46.0,1778.0,2024-05-12,False
1684.0,Alice,,Tanzania,59.0,3661.0,,False
2814.0,John,,Kenya,34.0,3656.0,2025-02-20,False
1624.0,Jane,john@gmail.com,Tanzania,48.0,38258.0,2024-01-01,True
2965.0,Alice,john@gmail.com,Tanzania,51.0,2793.0,2025-02-20,True
1852.0,Jane,,Rwanda,55.0,17362.0,2025-02-20,False
2685.0,Alice,john@gmail.com,Uganda,54.0,8094.0,2024-05-12,True
1960.0,Unknown,mary@yahoo.com,Tanzania,21.0,33863.0,2025-02-20,True
2661.0,Alice,invalid_email,Unknown,19.0,37294.0,2024-01-01,False
1153.0,Mary,invalid_email,Uganda,29.0,24353.0,,False
1488.0,Unknown,,Unknown,52.0,22062.0,2025-02-20,False
2408.0,Peter,mary@yahoo.com,Uganda,23.0,22399.0,2024-05-12,True
1783.0,Jane,invalid_email,Tanzania,63.0,11634.0,,False
2126.0,Unknown,,Tanzania,25.0,19215.0,2024-05-12,False
2951.0,Mary,mary@yahoo.com,Unknown,38.0,22503.0,,True
2833.0,Unknown,john@gmail.com,Unknown,63.0,14602.0,2024-01-01,True
1244.0,Mary,,Tanzania,52.0,39453.0,,False
2198.0,Unknown,mary@yahoo.com,Uganda,65.0,44120.0,,True
2061.0,Unknown,,Unknown,32.0,9368.0,2024-05-12,False
2499.0,Unknown,mary@yahoo.com,Unknown,24.0,32706.0,,True
2704.0,Peter,,Kenya,32.0,17259.0,2024-05-12,False
1757.0,Mike,mary@yahoo.com,Tanzania,62.0,29823.0,2024-01-01,True
1536.0,Jane,,Tanzania,23.0,49316.0,2024-05-12,False
2889.0,Peter,invalid_email,Unknown,64.0,49084.0,2024-05-12,False
2840.0,John,john@gmail.com,Kenya,34.0,41094.0,,True
1919.0,Jane,invalid_email,Unknown,21.0,2668.0,2024-05-12,False
1406.0,Peter,john@gmail.com,Unknown,39.0,45251.0,,True
1523.0,Alice,invalid_email,Unknown,49.0,47291.0,2024-05-12,False
1826.0,Jane,invalid_email,Rwanda,39.0,8892.0,2025-02-20,False
2528.0,Jane,mary@yahoo.com,Unknown,44.0,47816.0,2024-05-12,True
1901.0,Mary,,Unknown,63.0,23519.0,2025-02-20,False
2847.0,Alice,,Uganda,32.0,43041.0,2024-05-12,False
1034.0,John,,Unknown,61.0,47816.0,2024-05-12,False
1683.0,Mike,,Unknown,68.0,39288.0,,False
1018.0,Unknown,john@gmail.com,Tanzania,39.0,40497.0,2025-02-20,True
1319.0,Unknown,,Rwanda,45.0,9368.0,2025-02-20,False
2798.0,Peter,,Unknown,59.0,15895.0,,False
1510.0,Mary,mary@yahoo.com,Tanzania,55.0,47816.0,2024-05-12,True
1398.0,Peter,invalid_email,Kenya,26.0,19042.0,2024-05-12,False
1652.0,John,,Kenya,51.0,960.0,,False
1970.0,Unknown,,Tanzania,53.0,1406.0,,False
2905.0,John,,Uganda,26.0,25546.0,,False
1469.0,Jane,john@gmail.com,Tanzania,32.0,39288.0,,True
2165.0,Unknown,john@gmail.com,Tanzania,62.0,22461.0,2025-02-20,True
2114.0,John,john@gmail.com,Rwanda,37.0,44362.0,2024-01-01,True
2376.0,Peter,,Kenya,25.0,22762.0,,False
1832.0,Alice,mary@yahoo.com,Kenya,45.0,41094.0,2025-02-20,True
2822.0,Alice,,Unknown,68.0,44517.0,,False
1725.0,Jane,,Unknown,36.0,22059.0,,False
2981.0,Mike,mary@yahoo.com,Tanzania,33.0,30180.0,2024-01-01,True
1852.0,Peter,mary@yahoo.com,Tanzania,28.0,40076.0,2024-05-12,True
1049.0,Peter,,Uganda,59.0,10330.0,,False
2687.0,John,,Kenya,25.0,3848.0,2024-01-01,False
2720.0,Unknown,mary@yahoo.com,Uganda,50.0,26039.0,2024-01-01,True
1573.0,Peter,mary@yahoo.com,Rwanda,27.0,40442.0,,True
2212.0,Mary,mary@yahoo.com,Unknown,35.0,40394.0,2025-02-20,True
2147.0,Mike,,Uganda,52.0,14641.0,,False
1148.0,John,mary@yahoo.com,Kenya,60.0,2795.0,,True
1312.0,Mary,john@gmail.com,Rwanda,67.0,43041.0,2024-01-01,True
1568.0,Jane,,Tanzania,20.0,45858.0,2024-01-01,False
2364.0,Alice,john@gmail.com,Rwanda,57.0,1116.0,2024-05-12,True
1303.0,Jane,invalid_email,Unknown,44.0,11116.0,2024-01-01,False
2714.0,Alice,,Uganda,45.0,26205.0,2024-05-12,False
1680.0,Jane,invalid_email,Kenya,63.0,29567.0,2024-01-01,False
1836.0,Peter,mary@yahoo.com,Uganda,23.0,12285.0,2024-01-01,True
2805.0,Mary,mary@yahoo.com,Tanzania,64.0,11384.0,,True
2076.0,Alice,,Tanzania,31.0,17775.0,,False
1611.0,John,mary@yahoo.com,Unknown,32.0,1406.0,,True
1991.0,Mary,,Rwanda,48.0,14641.0,2024-01-01,False
1262.0,Mary,mary@yahoo.com,Rwanda,46.0,29420.0,,True
2075.0,Jane,,Tanzania,59.0,21343.0,,False
2002.0,Alice,invalid_email,Uganda,34.0,25546.0,2024-01-01,False
2642.0,Unknown,invalid_email,Unknown,68.0,30180.0,,False
1003.0,Mary,mary@yahoo.com,Unknown,46.0,46799.0,2024-05-12,True
2125.0,Peter,invalid_email,Uganda,66.0,26954.0,2025-02-20,False
2218.0,Peter,invalid_email,Rwanda,61.0,14920.0,,False
1772.0,John,,Uganda,32.0,41190.0,,False
1875.0,John,,Unknown,43.0,14139.0,2025-02-20,False
1990.0,Jane,,Rwanda,29.0,12766.0,2024-01-01,False
1882.0,Mary,john@gmail.com,Uganda,42.0,18241.0,2024-01-01,True
2372.0,John,,Rwanda,58.0,21343.0,2024-05-12,False
1045.0,John,mary@yahoo.com,Tanzania,22.0,2795.0,,True
1865.0,Mike,,Tanzania,21.0,41094.0,2025-02-20,False
1821.0,Mary,mary@yahoo.com,Unknown,61.0,43423.0,,True
1934.0,Unknown,john@gmail.com,Tanzania,65.0,1685.0,,True
2842.0,Jane,,Uganda,58.0,3404.0,,False
1654.0,John,invalid_email,Unknown,48.0,5630.0,,False
1267.0,Jane,,Rwanda,20.0,17259.0,,False
1634.0,Jane,john@gmail.com,Tanzania,20.0,3656.0,2025-02-20,True
2128.0,Unknown,invalid_email,Tanzania,43.0,1785.0,2024-01-01,False
2692.0,Peter,,Kenya,67.0,40076.0,2024-05-12,False
2681.0,Unknown,invalid_email,Kenya,34.0,26205.0,,False
1655.0,Peter,,Uganda,27.0,2795.0,2024-01-01,False
1118.0,Jane,,Rwanda,19.0,21877.0,2025-02-20,False
1829.0,Peter,invalid_email,Tanzania,41.0,15895.0,,False
2809.0,Alice,invalid_email,Unknown,28.0,6496.0,2025-02-20,False
2626.0,Mary,invalid_email,Uganda,41.0,34866.0,2025-02-20,False
2080.0,Peter,,Uganda,52.0,18531.0,,False
2973.0,Peter,john@gmail.com,Unknown,40.0,13873.0,2024-05-12,True
2368.0,Jane,,Unknown,49.0,43041.0,,False
1739.0,Alice,invalid_email,Unknown,40.0,32068.0,,False
2496.0,Unknown,,Unknown,51.0,37919.0,,False
1115.0,Unknown,john@gmail.com,Kenya,58.0,763.0,,True
2852.0,Unknown,,Tanzania,36.0,32662.0,,False
1789.0,Unknown,,Unknown,19.0,11116.0,2024-05-12,False
2149.0,Mary,,Kenya,68.0,8533.0,2024-01-01,False
2415.0,Unknown,invalid_email,Unknown,19.0,8492.0,2024-05-12,False
2930.0,Jane,john@gmail.com,Tanzania,32.0,41706.0,,True
2011.0,Jane,,Unknown,38.0,6365.0,2025-02-20,False
2663.0,Mike,john@gmail.com,Kenya,52.0,48655.0,2024-01-01,True
2080.0,Alice,invalid_email,Rwanda,22.0,41534.0,2025-02-20,False
1632.0,Unknown,john@gmail.com,Tanzania,60.0,40874.0,2024-05-12,True
1511.0,Mary,john@gmail.com,Uganda,44.0,11753.0,2024-01-01,True
2773.0,Alice,mary@yahoo.com,Tanzania,41.0,27366.0,,True
1800.0,Unknown,john@gmail.com,Tanzania,24.0,8094.0,2025-02-20,True
2118.0,Mary,,Tanzania,23.0,37294.0,,False
2660.0,Alice,,Rwanda,63.0,41706.0,,False
2140.0,Jane,mary@yahoo.com,Kenya,50.0,3661.0,2024-01-01,True
1558.0,Jane,,Uganda,66.0,10727.0,2025-02-20,False
2623.0,Unknown,,Kenya,34.0,1116.0,2024-05-12,False
1486.0,John,invalid_email,Unknown,63.0,30918.0,2024-05-12,False
2907.0,Peter,mary@yahoo.com,Unknown,47.0,27366.0,2024-05-12,True
1895.0,Unknown,invalid_email,Kenya,25.0,44832.0,2025-02-20,False
2294.0,Unknown,invalid_email,Unknown,57.0,14086.0,,False
2211.0,Mike,invalid_email,Rwanda,63.0,39199.0,2024-05-12,False
1702.0,Alice,,Unknown,24.0,32582.0,2024-05-12,False
2469.0,Mike,mary@yahoo.com,Unknown,23.0,8671.0,2024-05-12,True
1579.0,John,,Rwanda,21.0,41094.0,,False
1788.0,Peter,,Kenya,18.0,10330.0,2024-01-01,False
1859.0,Alice,,Unknown,32.0,8094.0,2024-05-12,False
1245.0,Mary,,Kenya,48.0,38258.0,2024-05-12,False
2985.0,Unknown,john@gmail.com,Rwanda,42.0,28793.0,2024-05-12,True
2098.0,Peter,john@gmail.com,Kenya,64.0,44517.0,2024-01-01,True
1152.0,Jane,,Kenya,50.0,41094.0,2024-05-12,False
2678.0,John,,Uganda,69.0,37919.0,2024-01-01,False
2457.0,Peter,,Unknown,52.0,16298.0,2024-01-01,False
2108.0,Unknown,mary@yahoo.com,Unknown,22.0,30635.0,,True
1695.0,Peter,john@gmail.com,Tanzania,22.0,24376.0,2024-05-12,True
2307.0,Unknown,john@gmail.com,Uganda,53.0,42657.0,2025-02-20,True
2996.0,Unknown,,Unknown,34.0,289.0,,False
2091.0,Alice,invalid_email,Unknown,69.0,43673.0,2025-02-20,False
2069.0,Mary,,Unknown,31.0,47291.0,,False
2007.0,Jane,mary@yahoo.com,Unknown,46.0,17775.0,2024-05-12,True
1092.0,Unknown,invalid_email,Uganda,25.0,26631.0,,False
2772.0,Unknown,,Kenya,51.0,2712.0,,False
1956.0,Mary,mary@yahoo.com,Unknown,57.0,30918.0,2024-01-01,True
2010.0,Alice,mary@yahoo.com,Unknown,18.0,45553.0,2024-01-01,True
1451.0,Peter,,Kenya,46.0,17259.0,2024-05-12,False
2226.0,Mary,mary@yahoo.com,Unknown,53.0,13645.0,2025-02-20,True
1910.0,John,invalid_email,Rwanda,68.0,25951.0,2024-01-01,False
1216.0,John,invalid_email,Tanzania,54.0,45553.0,,False
1472.0,Unknown,,Unknown,46.0,22062.0,2024-05-12,False
1430.0,Jane,,Rwanda,22.0,2127.0,,False
1549.0,Alice,john@gmail.com,Rwanda,49.0,41706.0,2024-01-01,True
2634.0,Unknown,,Uganda,69.0,7010.0,2025-02-20,False
2311.0,Jane,john@gmail.com,Unknown,41.0,16298.0,,True
2276.0,Jane,mary@yahoo.com,Uganda,36.0,38760.0,2025-02-20,True
2756.0,Unknown,mary@yahoo.com,Rwanda,29.0,43673.0,2024-05-12,True
1355.0,Mike,john@gmail.com,Tanzania,69.0,47291.0,2025-02-20,True
1021.0,Jane,,Kenya,18.0,13167.0,2025-02-20,False
2784.0,Mike,john@gmail.com,Kenya,24.0,33927.0,2024-05-12,True
1520.0,John,,Tanzania,34.0,24353.0,,False
2780.0,John,invalid_email,Unknown,51.0,3848.0,2025-02-20,False
2859.0,Jane,,Kenya,60.0,42657.0,2025-02-20,False
2122.0,John,invalid_email,Unknown,24.0,306.0,2024-05-12,False
1800.0,Alice,mary@yahoo.com,Unknown,34.0,17512.0,,True
2202.0,Mike,,Unknown,20.0,45858.0,2025-02-20,False
2245.0,Mike,john@gmail.com,Rwanda,46.0,49180.0,2024-01-01,True
2928.0,Jane,,Rwanda,39.0,41706.0,,False
1760.0,John,john@gmail.com,Unknown,55.0,44362.0,2025-02-20,True
1440.0,Unknown,,Unknown,60.0,26631.0,2024-01-01,False
2630.0,Unknown,john@gmail.com,Unknown,46.0,13517.0,2024-05-12,True
1767.0,Unknown,,Uganda,67.0,22059.0,2025-02-20,False
2014.0,Mike,john@gmail.com,Unknown,67.0,14602.0,2024-01-01,True
1514.0,Jane,,Rwanda,59.0,31651.0,,False
2038.0,Alice,mary@yahoo.com,Unknown,22.0,3727.0,,True
1790.0,Peter,,Rwanda,47.0,25951.0,,False
1334.0,Unknown,,Kenya,40.0,30403.0,2024-05-12,False
1256.0,Mike,mary@yahoo.com,Uganda,38.0,33863.0,2024-01-01,True
1495.0,Unknown,mary@yahoo.com,Unknown,43.0,45858.0,2024-05-12,True
1158.0,Alice,,Rwanda,64.0,26954.0,,False
2497.0,Alice,mary@yahoo.com,Kenya,38.0,19042.0,2025-02-20,True
1850.0,Mike,john@gmail.com,Rwanda,37.0,43101.0,2024-05-12,True
2686.0,Peter,invalid_email,Unknown,40.0,27580.0,2025-02-20,False
2930.0,Unknown,mary@yahoo.com,Unknown,21.0,37919.0,2024-01-01,True
1688.0,Alice,,Tanzania,38.0,19042.0,,False
2697.0,Unknown,mary@yahoo.com,Rwanda,38.0,17259.0,2024-01-01,True
1378.0,John,,Unknown,18.0,45074.0,,False
2567.0,Jane,john@gmail.com,Rwanda,32.0,35322.0,,True
2951.0,Jane,invalid_email,Uganda,34.0,19869.0,2025-02-20,False
1955.0,Unknown,,Kenya,68.0,3848.0,2024-01-01,False
1689.0,Mary,,Unknown,31.0,8492.0,,False
2449.0,Mary,,Tanzania,36.0,2793.0,,False
2635.0,Mike,,Kenya,67.0,35322.0,2025-02-20,False
